"source_id","nombre","categoria","marca","modelo","descripcion","precio","stock","imagen_url","activo"
"ZT-INV-F0F8F3E8130518322132","DIADEMA MOVISUN K22 AZUL","MOVISUN","","","","135000","1","","1"
"ZT-INV-90C5D89EB1E2CE51D1B0","DIADEMA MOVISUN K22 GRIS","MOVISUN","","","","135000","1","","1"
"ZT-INV-B9FA1508A7555AABB64B","DIADEMA MOVISUN K60 AZUL","MOVISUN","","","","155000","1","","1"
"ZT-INV-2E67E8C35BFCD1095B1C","DIADEMA MOVISUN K60 NEGRO","MOVISUN","","","","155000","1","","1"
"ZT-INV-E3A8C1C76591DC8131A5","DIADEMA MOVISUN K60 PLATA","MOVISUN","","","","155000","1","","1"
"ZT-INV-ED2E7B5BF12646A4075B","DIADEMA MOVISUN K80","MOVISUN","","","","175000","2","","1"
"ZT-INV-6C2A34643AF496065120","DIADEMA SONY","DIADEMAS","","","","95000","2","","1"
"ZT-INV-EC53FA00F4D3A0D3364F","DIADEMA SONY WH CH520","DIADEMAS","","","","195000","0","","1"
"ZT-INV-EE15975D4D8473B71696","DIADEMA VIDVIE BBH2109","VIDVIE","","","","150000","1","","1"
"ZT-INV-3497FE9D6E7465A70557","DIADEMA VIDVIE BBH2111","VIDVIE","","","","155000","1","","1"
"ZT-INV-53CCBA9B9DECE4DF0A65","DIADEMA VIDVIE BBH2114","VIDVIE","","","","185000","1","","1"
"ZT-INV-3960F53EBF41EE9E8D87","DIADEMA VIDVIE QW16","VIDVIE","","","","110000","2","","1"
"ZT-INV-558F253EFFB471326707","DIADEMAR GAMER QUANTUM JBL 100P","JBL","","","","240000","0","","1"
"ZT-INV-E8CA3B189828B0B1C7CA","DISCO EXTRAIBLE 1 TERA","DISCOS","","","","280000","1","","1"
"ZT-INV-BDD1E59487102AB22A72","ECHO DOT AMAZON","ACCESORIOS","","","","260000","1","","1"
"ZT-INV-DD30B9F9E7699F23F77A","ESTUCHE AIRPODS","FORROS","","","","20000","15","","1"
"ZT-INV-9EB626548A66E3DA6C4A","ESTUCHE DISENO AIRPODS","FORROS","","","","25000","47","","1"
"ZT-INV-FF09452BDF8974AE1939","ESTUCHE DISEÑO CARGADOR APPLE","FORROS","","","","25000","10","","1"
"ZT-INV-65E596A09D5C86E63F67","ESTUCHE EPIK AIRPODS","EPIK","","","","25000","16","","1"
"ZT-INV-9EB9C251B7BADF26ECA8","ESTUCHE EPIK LAPTOP 13""","EPIK","","","","65000","3","","1"
"ZT-INV-4CCE6E36EC41B0184928","ESTUCHE EPIK LAPTOP 14""","EPIK","","","","65000","3","","1"
"ZT-INV-078ED782F34051D7C631","ESTUCHE EPIK MACBOOK AIR 15","EPIK","","","","55000","1","","1"
"ZT-INV-70FAA160196B0B678CD7","ESTUCHE EPIK MACBOOK AIR14.6","EPIK","","","","55000","1","","1"
"ZT-INV-652436BFB8C8053110BE","ESTUCHE EPIK MACBOOK NEW PRO 13","EPIK","","","","55000","1","","1"
"ZT-INV-AC2BECA78894DAB0B094","ESTUCHE EPIK MACBOOK PRO 14.2","EPIK","","","","55000","1","","1"
"ZT-INV-3CA95352938966EE3A37","ESTUCHE EPIK MACBOOK PRO 16.2","EPIK","","","","55000","1","","1"
"ZT-INV-BC4802B4524F5008492A","FORRO FINO Y MAGFACE","FORROS","","","","38000","601","","1"
"ZT-INV-8BD3ADB8B0F45FBAE4CC","FORRO GEAR","FORROS","","","","40000","66","","1"
"ZT-INV-4B247B289B582A485E35","FUNDA EPIK LAPTOP","EPIK","","","","35000","3","","1"
"ZT-INV-9F034E552D295664A57D","FUNDA EPIK LIGHT 10""","EPIK","","","","25000","3","","1"
"ZT-INV-FF58C06E715DD3B4E1DB","G TIDE ELEGANCE","GTIDE","","","","295000","1","","1"
"ZT-INV-7B2F745FD29F6BA12B1C","G TIDE POWER","GTIDE","","","","260000","0","","1"
"ZT-INV-414A0C773E01CE02D329","G TIDE Q1 NEGRO","GTIDE","","","","175000","1","","1"
"ZT-INV-42A76367D6ECA84EC1B3","G TIDE Q1 ROSA","GTIDE","","","","175000","1","","1"
"ZT-INV-D76D2B490F02030E5026","G TIDE R1 CLASSIC","GTIDE","","","","265000","1","","1"
"ZT-INV-D11CD55CED8C263AB0E4","G TIDE R2 PRO DORADO","GTIDE","","","","295000","1","","1"
"ZT-INV-A3036E8D5991634769B9","G TIDE R3 NEGRO","GTIDE","","","","195000","1","","1"
"ZT-INV-BC04AAE54273BF6AC270","G TIDE R3 ROSA","GTIDE","","","","195000","1","","1"
"ZT-INV-30DAA855718BE66B278B","G TIDE R5 NEGRO","GTIDE","","","","195000","0","","1"
"ZT-INV-6DACC9161F9A60E29989","G TIDE R5 ROJO","GTIDE","","","","195000","1","","1"
"ZT-INV-3FD0AABA67F008AE6C05","G TIDE R6 PRO","GTIDE","","","","280000","0","","1"
"ZT-INV-60C53F2A866FD2CB1FEE","G TIDE R8 PRO","GTIDE","","","","295000","1","","1"
"ZT-INV-F5B9D145CB08729FE0DB","G TIDE ROMANCE","GTIDE","","","","295000","0","","1"
"ZT-INV-D9ABEF99576050485DFB","GALAXY BUDS FE","ACCESORIOS","","","","350000","1","","1"
"ZT-INV-C171955315422A15D1B4","HIDRO ANTIESPIA","HIDROGEL","","","","30000","4","","1"
"ZT-INV-2F7642F0B37249D7AB2E","HIDRO BRILLANTE","HIDROGEL","","","","20000","22","","1"
"ZT-INV-6C15BAAC206B99F0360B","HIDRO DISEÑO","HIDROGEL","","","","25000","53","","1"
"ZT-INV-590AF8D3B5FB90D7D61C","HIDRO ESPEJO Y PURPURA","HIDROGEL","","","","25000","16","","1"
"ZT-INV-89D34437BE204A242BB6","HIDRO MATE","HIDROGEL","","","","25000","21","","1"
"ZT-INV-E982B355BD068520FBBD","HIDRO PORTATILES","HIDROGEL","","","","40000","7","","1"
"ZT-INV-D8D5ED55796C10731198","HOLDEL EPIK BIKE","EPIK","","","","45000","2","","1"
"ZT-INV-2CBC8531E9C6E41DE8F4","HOLDER  BICICLETA EPIK MOVI","EPIK","","","","130000","2","","1"
"ZT-INV-82C37237FA458FFEA8AA","HOLDER CARRO EPIK ACRYLIC","EPIK","","","","45000","3","","1"
"ZT-INV-AA7E414E8EAD0299336F","HOLDER CARRO EPIK FIX","EPIK","","","","35000","6","","1"
"ZT-INV-92ABC55DC3C2E72F563E","HOLDER CARRO EPIK NEO","EPIK","","","","165000","0","","1"
"ZT-INV-9B3236B233A7A3CBBF24","HOLDER CARRO VIDVIE HC1522","VIDVIE","","","","55000","3","","1"
"ZT-INV-C43DE76AA6EF9ECEBF99","HOLDER EPIK OPTIMUN","ACCESORIOS","","","","55000","3","","1"
"ZT-INV-BB1530F7C3784D60F496","HUAWEI WATCH FIT 3","XIAOMI","","","","390000","1","","1"
"ZT-INV-4C2C27C699AEC667042A","HUB 4 PUERTOS","ACCESORIOS COMPUTADORES","","","","28000","28","","1"
"ZT-INV-634CDEBD097EB0B82AD8","HUB TECLOP 8 EN 1","INTERNET","","","","85000","0","","1"
"ZT-INV-38341F0F1FC4D1195FC8","HUB TIPO C 8 EN 1 CAJA AMARILLA","ACCESORIOS","","","","95000","1","","1"
"ZT-INV-4EBF44204BEAF48E6D65","INFINIX NOTE 50 PRO 256GB 8+8RAM","CELULARES","","","","1150000","1","","1"
"ZT-INV-CA0C423721793FE93642","INFINIX SMART 20 128GB 4+4 RAM","CELULARES","","","","490000","0","","1"
"ZT-INV-05E14F06CBD23D91B0B7","INTERCOMUNICADOR DUAL MOVISUN KY-680","MOVISUN","","","","185000","1","","1"
"ZT-INV-F78CB4D8D51484812C39","INTERCOMUNICADOR MOVISUN KY- 680","MOVISUN","","","","155000","2","","1"
"ZT-INV-5D5D3CECB6933E32B277","IPHONE 13 128GB AZUL BT 77%","CELULARES","","","","1450000","0","","1"
"ZT-INV-DEA829CB2A6C7CB9FBBA","IPHONE 13 128GB BLANCO BT 78%","CELULARES","","","","1450000","0","","1"
"ZT-INV-3BB4C482A1403181C4B8","IPHONE 13 PRO 125GB PLATA BT 82%","CELULARES","","","","1980000","1","","1"
"ZT-INV-4BF8CE1B46A2CA5863AE","IPHONE 13 PRO 256GB BLANCO BT 74%","CELULARES","","","","2200000","1","","1"
"ZT-INV-1AA65245AD260526C64F","IPHONE 13 PRO 256GB PLATA BT 76%","CELULARES","","","","2200000","1","","1"
"ZT-INV-6081A96ADCE9247D09B4","IPHONE 13PRO DORADO 128GB BT 77","CELULARES","","","","1980000","1","","1"
"ZT-INV-4C8F4D9A6EDF2BC98FAA","KALLEY BLACK1","CELULARES","","","","390000","0","","1"
"ZT-INV-C62F1CAA9D79582EEEDC","LECTOR DE MEMORIAS 5 EN 1","ACCESORIOS COMPUTADORES","","","","15000","1","","1"
"ZT-INV-1E88692365A9630F484D","MANOS LIBRE MOVISUN TIPO C B1 LILA","MOVISUN","","","","28000","2","","1"
"ZT-INV-984B85BFD23B2C415FCF","MANOS LIBRES CHACHA B1 BLANCO","MOVISUN","","","","25000","2","","1"
"ZT-INV-948E96E455C9CC8F428B","MANOS LIBRES CHACHA B1 NEGRO","MOVISUN","","","","25000","2","","1"
"ZT-INV-244455FB963E825408CD","MANOS LIBRES CHACHA B6 NEGRO","MOVISUN","","","","25000","8","","1"
"ZT-INV-7964DBF27C61086AF1B6","MANOS LIBRES CHACHA B6 TIPO C NEGRO","MOVISUN","","","","28000","6","","1"
"ZT-INV-E9D7ADD95551B5DEAD4D","MANOS LIBRES JBL TIPO C TUNE 310C","JBL","","","","75000","3","","1"
"ZT-INV-61DA6F6038FC70DF24A6","MANOS LIBRES MOVISUN CHACHA B1 ROSADO","MOVISUN","","","","25000","2","","1"
"ZT-INV-EB0CD0F9336A93140D0A","MANOS LIBRES MOVISUN CHACHA B1 VERDE","MOVISUN","","","","25000","2","","1"
"ZT-INV-D36060439DE414818816","MANOS LIBRES MOVISUN CHACHA B5 BLANCO","MOVISUN","","","","25000","5","","1"
"ZT-INV-474604E915B3A2D13EAB","MANOS LIBRES MOVISUN CHACHA B5 NEGRO","MOVISUN","","","","25000","5","","1"
"ZT-INV-193587E1843FD77F373F","MANOS LIBRES MOVISUN CHACHA X20 TIPOC","MOVISUN","","","","120000","1","","1"
"ZT-INV-65EE7480B49A0C6039D6","MANOS LIBRES MOVISUN IPH IM-7 BLANCO","MOVISUN","","","","38000","3","","1"
"ZT-INV-99D2849FE4FCEB550838","MANOS LIBRES MOVISUN IPH IM-7 NEGRO","MOVISUN","","","","38000","3","","1"
"ZT-INV-4B9D730DC96564FCE2D5","MANOS LIBRES MOVISUN TIPO C B1","MOVISUN","","","","28000","1","","1"
"ZT-INV-4072E11BB82E79293068","MANOS LIBRES MOVISUN TIPO C B1 BLANCO","MOVISUN","","","","28000","2","","1"
"ZT-INV-A8FBED1370DA1B983226","MANOS LIBRES MOVISUN TIPO C B1 NEGRO","MOVISUN","","","","28000","2","","1"
"ZT-INV-02FFD75DA583475FD8E6","MANOS LIBRES MOVISUN TIPO C B5","MOVISUN","","","","28000","9","","1"
"ZT-INV-912A80BE9D117A67E497","MANOS LIBRES MOVISUN TIPO C IM-9 BLANCO","MOVISUN","","","","45000","4","","1"
"ZT-INV-B8FE08891D3E741322B3","MANOS LIBRES MOVISUN TIPO C IM9","MOVISUN","","","","45000","5","","1"
"ZT-INV-53CB0E769C70F7A44834","MAQUINA AFEITAR VIDV HT01","VIDVIE","","","","95000","1","","1"
"ZT-INV-B6989049F09282376536","MAQUINA AFEITAR VIDVIE 3EN1","VIDVIE","","","","105000","0","","1"
"ZT-INV-1CC0A194E9B62E9BF354","MICRO 128GB KINGSTON","MEMORIAS","","","","95000","1","","1"
"ZT-INV-F717AA28CB4631A54867","MICRO 16GB KINGSTON","MEMORIAS","","","","25000","2","","1"
"ZT-INV-9107C99629986C9571CB","MICRO 256GB SANDISK","MEMORIAS","","","","220000","1","","1"
"ZT-INV-9B90ECEAE3EACE00DDE0","MICRO 64GB KINGSTON","MEMORIAS","","","","85000","6","","1"
"ZT-INV-4139A698B07BA49E6D5A","MICRO SD 16GB VERDE","MEMORIAS","","","","35000","2","","1"
"ZT-INV-85B04757D8BA011550E2","MICRO SD 32GB KINGSTON","MEMORIAS","","","","32000","1","","1"
"ZT-INV-60E21271EBFFF01ECBCF","MICRO SD 8GB","MEMORIAS","","","","20000","4","","1"
"ZT-INV-55615CEE606BCD6D7BA2","MICRO SD 8GB VERDE","MEMORIAS","","","","25000","2","","1"
"ZT-INV-F77FBFC1CE2D21DE6F10","MICROFONO EPIK VOXPRO X1","EPIK","","","","280000","3","","1"
"ZT-INV-A3F16CBF30438F7D6F5E","MICROFONO F11-F15","JEDEL","","","","95000","3","","1"
"ZT-INV-EDC64440E5CA38397706","MOLTIPUERTO 7 10/100 MB","ACCESORIOS","","","","55000","1","","1"
"ZT-INV-45320673D36EB5EBBFBA","MOTO BUDS","ACCESORIOS","","","","240000","1","","1"
"ZT-INV-E6B76814D3FAB1D09E7B","MOTO G06 256/4B VERDE","CELULARES","","","","630000","1","","1"
"ZT-INV-C121B6E0EE4E28A12AB7","MOTOROLA EDGE 50 FUSION 256/8RAM","CELULARES","","","","990000","0","","1"
"ZT-INV-8544F2D7AB752B9964CE","MOUSE BAJEAL RGB  M500","MOUSE","","","","58000","2","","1"
"ZT-INV-999C2A819646C19BCB83","MOUSE EPIK GO CLICK","EPIK","","","","85000","3","","1"
"ZT-INV-15F8EED4AF2A708D495E","MOUSE EPIK PIXEL GLOW","EPIK","","","","95000","4","","1"
"ZT-INV-5FC8407B554DE024BC89","MOUSE EPIK TITAN PULSE","EPIK","","","","45000","6","","1"
"ZT-INV-C76ED0F14C016F5C6C4D","MOUSE ERGONOMICO","JEDEL","","","","45000","1","","1"
"ZT-INV-1C41BFC440EB082B32C8","MOUSE ERGONOMICO CABLE OPTICAL","MOUSE","","","","45000","1","","1"
"ZT-INV-ABB19FCF9AFA3005AEEF","MOUSE ERGONOMICO JEDEL W925","JEDEL","","","","65000","1","","1"
"ZT-INV-1667AC5E18AD45591E81","MOUSE ERGONOMICO OPTICAL TC","MOUSE","","","","55000","0","","1"
"ZT-INV-15A9D858E20217D411CA","MOUSE ERGONOMICO YELANDAR","MOUSE","","","","65000","0","","1"
"ZT-INV-D1DDC9D83ABB9B712483","MOUSE GAMER GEDEL GWH 101","JEDEL","","","","130000","0","","1"
"ZT-INV-DB59B6B0FEEC712EBA12","MOUSE GAMER JEDEL GM1320","JEDEL","","","","95000","2","","1"
"ZT-INV-7BC791012123C9450B1E","MOUSE GAMER JEDEL GM1390","JEDEL","","","","110000","10","","1"
"ZT-INV-40C48392BC0388A3AA42","MOUSE GAMER JEDEL GWH-111","JEDEL","","","","150000","2","","1"
"ZT-INV-FA3ECCB72C3FD4594D3E","MOUSE GAMER JEDEL GWH108","JEDEL","","","","110000","2","","1"
"ZT-INV-B85B40311DB05D635B3D","MOUSE GAMER JEDEL M66","JEDEL","","","","28000","6","","1"
"ZT-INV-0AC77EC627ED3879C23A","MOUSE GAMER JEDEL RC980","JEDEL","","","","55000","1","","1"
"ZT-INV-74B893F01B083D571B9B","MOUSE GAMER JEDEL WD140","JEDEL","","","","85000","1","","1"
"ZT-INV-1C2537ACEAC6F42A47E7","MOUSE GENIUS DX150","MOUSE","","","","35000","1","","1"
"ZT-INV-E0029FDE0C3703700F1E","MOUSE JEDEL 230 -CP87","JEDEL","","","","22000","4","","1"
"ZT-INV-2FFA8B6E5E5DB409CB09","MOUSE JEDEL CP74","JEDEL","","","","22000","2","","1"
"ZT-INV-BF7E5749BED445C592E0","MOUSE MAXELL 101","MOUSE","","","","28000","2","","1"
"ZT-INV-CC967CFFE1860858547E","MOUSE MAXELL ALAMBRICO 100","MOUSE","","","","38000","2","","1"
"ZT-INV-CCFC76BF64E4A665B34A","MOUSE MODEL 5084A","MOUSE","","","","38000","1","","1"
"ZT-INV-2B9A04E8CFE810E91203","MOUSE MOFII M3","MOUSE","","","","55000","1","","1"
"ZT-INV-A80A5A3870E7C9A6E21D","MOUSE MOFII M3 ROSA","MOUSE","","","","55000","1","","1"
"ZT-INV-DD65F3EE245B42DD0683","MOUSE VIDVIE KB07","VIDVIE","","","","85000","2","","1"
"ZT-INV-3F6521730CF0480525A0","MULTIPUERTO 10/100MB","ACCESORIOS","","","","45000","1","","1"
"ZT-INV-D11E545CADD15D844F35","OTG VIDVIE USB-C 1129","VIDVIE","","","","28000","5","","1"
"ZT-INV-A9AAA424068B65A0C6DF","PAD MOUSE EPIK DISENO","EPIK","","","","48000","6","","1"
"ZT-INV-C3DE88C5F246B20FA813","PAD MOUSE EPIK ERGO 2","EPIK","","","","28000","4","","1"
"ZT-INV-BF07FD1A61C19925A521","PALO SELFIE PLOKAMA","ACCESORIOS","","","","55000","1","","1"
"ZT-INV-9CBA718F23CC3574F6BF","PARLANTE CANGREJO","JEDEL","","","","160000","0","","1"
"ZT-INV-7D3B33B219E0D9DCFB24","PARLANTE EPIK VIBE BT","EPIK","","","","95000","2","","1"
"ZT-INV-FB18ABC78116E9EE8938","PARLANTE EPIK VIBE MINI","EPIK","","","","95000","2","","1"
"ZT-INV-223D6E40E08BF250D8FD","PARLANTE JBL CLIP5","JBL","","","","220000","4","","1"
"ZT-INV-07AD00F8080C00A9059C","PARLANTE JBL ESSENTIAL2","JBL","","","","980000","1","","1"
"ZT-INV-9D20D4FDC33E8E0A1678","PARLANTE JBL FLIP 7","JBL","","","","410000","1","","1"
"ZT-INV-31D1EEBE43BFD05141CD","PARLANTE JEDEL S527","JEDEL","","","","45000","1","","1"
"ZT-INV-32187929D30CD1CD4853","PARLANTE MOVISUN ARKO 70W","MOVISUN","","","","285000","1","","1"
"ZT-INV-B9539256F40B87A84518","PARLANTE MOVISUN BOMB","MOVISUN","","","","95000","4","","1"
"ZT-INV-00E60008053F3F90FF7C","PARLANTE MOVISUN CANNON MAX","MOVISUN","","","","125000","1","","1"
"ZT-INV-6C597F7E44785542DA2B","PARLANTE MOVISUN DISKO","BLUETOOTH","","","Parlante negro transparente portatil con asa, forma cilindrica","175000","1","","1"
"ZT-INV-3A5B757E1FE612689350","PARLANTE MOVISUN EGG NEO +","MOVISUN","","","","68000","7","","1"
"ZT-INV-ECF76B3E40354CCF2AFD","PARLANTE MOVISUN FLAG","BLUETOOTH","","","Parlante negro rectangular con luces LED rojas, plastico y malla","175000","1","","1"
"ZT-INV-45347517E7D4A4114777","PARLANTE MOVISUN GLU","MOVISUN","","","","85000","4","","1"
"ZT-INV-45D6BF42CD5B237A189E","PARLANTE MOVISUN TEMPLE","MOVISUN","","","","155000","0","","1"
"ZT-INV-FCE84C79C4E78C9A5474","PARLANTE MOVISUN TOWER","BLUETOOTH","","","Parlante negro cilíndrico con rejilla lateral y botones frontales","155000","0","","1"
"ZT-INV-C2DB772665BFAC382E55","PARLANTE ONIKUMA RGB L2","JEDEL","","","","95000","1","","1"
"ZT-INV-1BBA86DC83AE7558D203","PARLANTE RGB E1046","JEDEL","","","","45000","1","","1"
"ZT-INV-CC3BC0CBB4D8D13D7AC7","PARLANTE RGB E1080","JEDEL","","","","95000","1","","1"
"ZT-INV-95BA2CD560EBE1CB4A38","PARLANTE RGB JEDEL S526","JEDEL","","","","45000","1","","1"
"ZT-INV-B9DD09CB462E20343E9E","PARLANTE RGB JEDEL S550","JEDEL","","","","95000","1","","1"
"ZT-INV-90FA468E158C1D616F70","PARLANTE RGB JEDEL S554","JEDEL","","","","45000","1","","1"
"ZT-INV-DB4674F67021F561F879","PARLANTE RGB JEDEL S558","JEDEL","","","","95000","1","","1"
"ZT-INV-EE82994CC9E37DD99AF7","PARLANTE RGB JEDEL S576","JEDEL","","","","45000","1","","1"
"ZT-INV-865F1751A62E5409ED12","PARLANTE RGB K2039","JEDEL","","","","45000","1","","1"
"ZT-INV-23CDADD675D21BE38911","PARLANTE RGB ONIKUMA L6","JEDEL","","","","95000","1","","1"
"ZT-INV-363A733661CDB6A45BE4","PARLANTE VIDVIE 16W S01","VIDVIE","","","","120000","2","","1"
"ZT-INV-BB91C476E585DDF85792","POWER BAN MOVISUN ROCKET P21","MOVISUN","","","","125000","1","","1"
"ZT-INV-69B626C11F798E291957","POWER BAN XIAOMI 165W","XIAOMI","","","","250000","1","","1"
"ZT-INV-DA42EBF1BA664F733AFE","POWER BAND MOVISUN 22.5W I 1010","MOVISUN","","","","145000","0","","1"
"ZT-INV-204FFF2C163A8C7ED970","POWER BAND MOVISUN 22.5W I 1030","MOVISUN","","","","135000","0","","1"
"ZT-INV-2A6FA83A46A34D98183E","POWER BAND MOVISUN I 2030","MOVISUN","","","","155000","1","","1"
"ZT-INV-954135FDAD85F225868D","POWER BAND MOVISUN I500","MOVISUN","","","","75000","3","","1"
"ZT-INV-9EC11F4C206AB06EE930","POWER BAND MOVISUN ROCKET P11","MOVISUN","","","","75000","3","","1"
"ZT-INV-16A850FD7D82BFA73D4E","POWER BAND MOVISUN ROCKET P12","MOVISUN","","","","95000","1","","1"
"ZT-INV-581FE98D8B8714A4E16F","POWER BAND MOVISUN ROCKET P17","MOVISUN","","","","110000","2","","1"
"ZT-INV-ABE08E91311AB6047A46","POWER BAND MOVISUN ROCKET P20","MOVISUN","","","","135000","2","","1"
"ZT-INV-8E48DF56102AE2F9DDBE","POWER BAND MOVISUN ROCKET P25","MOVISUN","","","","135000","2","","1"
"ZT-INV-5EA32E6FEFBF57464EF6","POWER BAND VIDVIE  20W PB783","VIDVIE","","","","145000","1","","1"
"ZT-INV-76C557BC033ABCAD0349","POWER BAND VIDVIE 20W P10","VIDVIE","","","","165000","1","","1"
"ZT-INV-007C992CF5148509816B","POWER BAND VIDVIE 22.5W P01","VIDVIE","","","","135000","1","","1"
"ZT-INV-163BB5BACCCB9C1948F8","PROTECTOR SMART WATCH","FORROS","","","","25000","10","","1"
"ZT-INV-9325D05FC7678865F6EE","PULSERA BRILLANTE","ACCESORIOS","","","","25000","6","","1"
"ZT-INV-1FDEE96C541256E3E7B5","PULSO  APPLE MAGNÉTICO","PULSOS","","","","35000","7","","1"
"ZT-INV-4FED2B0FC498A73991DA","PULSO APPLE WATCH DISEÑO","PULSOS","","","","35000","4","","1"
"ZT-INV-EBB7B989A5E446291744","PULSO SMART METALICO","PULSOS","","","","30000","18","","1"
"ZT-INV-D8FD8ECC47510A295F8D","PULSO SMART TEJIDO","PULSOS","","","","25000","21","","1"
"ZT-INV-B300CF959DB6400AFEF8","PULSO SMART WATCH","PULSOS","","","","20000","48","","1"
"ZT-INV-A83F9435870B334CEBA4","REDMI 15C 256GB 4+4 RAM NEGRO","CELULARES","","","","680000","1","","1"
"ZT-INV-8A51DFC1A839DB969715","REDMI BUDS 6 ACTIVE","XIAOMI","","","","110000","2","","1"
"ZT-INV-197821575B06BB9E61E2","REDMI BUDS 6 PLAY AZUL","XIAOMI","","","","90000","1","","1"
"ZT-INV-9AC0C022D3E490184E44","REDMI BUDS 6 PLAY BLANCO","XIAOMI","","","","90000","1","","1"
"ZT-INV-27C870459B85816D0CB5","REDMI BUDS 6 PLAY NEGRO","XIAOMI","","","","90000","3","","1"
"ZT-INV-C396B29B5675DBAF3FE5","REDMI BUDS 8 ACTIVE","XIAOMI","","","","110000","1","","1"
"ZT-INV-D7DC5F3D73FDF0620C03","REDMI BUDS 8 LITE AZUL","XIAOMI","","","","145000","0","","1"
"ZT-INV-993F01D5BE77D2831D10","REDMI BUDS ESSENTIAL","XIAOMI","","","","85000","2","","1"
"ZT-INV-411534455623F412FA02","REDMI NOTE 15 512GB /8RAM +BUDS AZUL","CELULARES","","","","980000","1","","1"
"ZT-INV-AF62CFB8E115FF259041","REDMI NOTE 15 512GB /8RAM +BUDS AZUL GLA","CELULARES","","","","980000","0","","1"
"ZT-INV-C847A3228130783ACD48","REDMI NOTE 15 PRO 256GB + PARLANTE","CELULARES","","","","1190000","0","","1"
"ZT-INV-4E6829024F8F1639AA60","REDMI NOTE 15 PRO 256GB +PARLANTE","CELULARES","","","","1190000","0","","1"
"ZT-INV-32AF448BDEC0487334D0","REDMI WATCH 5 ACTIVE BLANCO","XIAOMI","","","","195000","0","","1"
"ZT-INV-7C91C39B24BD5BDFEC40","REDMI WATCH 5 ACTIVE NEGRO","XIAOMI","","","","195000","2","","1"
"ZT-INV-360BCA571A2235D50018","REDMI WATCH 5 LITE NEGRO","XIAOMI","","","","250000","0","","1"
"ZT-INV-BA19E8B05DAE037E1199","REDMI WATCH 5 LITE ROSA","XIAOMI","","","","250000","0","","1"
"ZT-INV-2CC33F8DD5051FDD005E","REDMI WATCH 6","XIAOMI","","","","420000","1","","1"
"ZT-INV-892EEEF72F13EC2A687D","REDMI WATCH 6 ACTIVE","XIAOMI","","","","250000","1","","1"
"ZT-INV-784158795598FE1E042F","REDMI WATCH 6 ACTIVE  NEGRO","XIAOMI","","","","250000","1","","1"
"ZT-INV-F7D971A979CBDDF27980","RELOJ KID 1 AURAFIT MOBULA BLANCO","GTIDE","","","","210000","0","","1"
"ZT-INV-6A70BE85AFC3438033E7","RELOJ KID1 MOBULA AZUL","GTIDE","","","","210000","0","","1"
"ZT-INV-30B470A1A22413A5A69A","ROKU STREAMING STICK","ACCESORIOS","","","","190000","1","","1"
"ZT-INV-47F62B5039CDEAB3CEE6","SAMSUNG A07 128GB /4RAM","CELULARES","","","","490000","1","","1"
"ZT-INV-5916DCEFED9E256B88B2","SAMSUNG A07 128GB/4RAM","CELULARES","","","","490000","1","","1"
"ZT-INV-B3AE885515863C20581E","SAMSUNG A16 256/8 RAM","CELULARES","","","","750000","0","","1"
"ZT-INV-6813DCEE5CA3BC89E282","SAMSUNG A17 128GB 4RAM GRIS","CELULARES","","","","780000","1","","1"
"ZT-INV-C674E989E41B40EEA6DC","SAMSUNG A26 256/8RAM","CELULARES","","","","980000","1","","1"
"ZT-INV-CA33CE0D9E697921A5B2","SILICON CASE","FORROS","","","","20000","187","","1"
"ZT-INV-3383B4AA01EC0F4E5EFA","SMART WATCH  T900 ULTRA","SMART WATCH","","","","120000","4","","1"
"ZT-INV-003B1B879A9EE5D54252","SMART WATCH HELLO TC 30","SMART WATCH","","","","120000","5","","1"
"ZT-INV-43415B283BBEB7E91E04","SMART WATCH MOVISUN QM 60","MOVISUN","","","","195000","0","","1"
"ZT-INV-ADC555812F8F32A63FB5","SMART WATCH MOVISUN QM 80","MOVISUN","","","","230000","1","","1"
"ZT-INV-23D19FB8C743DED95B10","SMART WATCH MOVISUN QN 30 PLATA","MOVISUN","","","","165000","1","","1"
"ZT-INV-DAADDDD4D00011AEA34F","SMART WATCH MOVISUN QN30 NEGRO","MOVISUN","","","","165000","0","","1"
"ZT-INV-65D449104E59472C25F0","SMART WATCH MOVISUN QN35","MOVISUN","","","","165000","0","","1"
"ZT-INV-C73D9238314B9F7D808D","SMART WATCH MOVISUN X8 PRO ULTRA","MOVISUN","","","","120000","2","","1"
"ZT-INV-CFBC757D0E408CC2B512","SMART WATCH MOVISUN X8+ ULTRA","MOVISUN","","","","120000","1","","1"
"ZT-INV-ABB9137E99540DC38C2C","SMART WATCH VIDVIE SW1624","VIDVIE","","","","185000","2","","1"
"ZT-INV-128677CE95E511C4967D","SOPORTE CELULAR EPIK STRONG","EPIK","","","","35000","1","","1"
"ZT-INV-1CE4E9B83B924467E611","SOPORTE EPIK CELULAR DESKTOP","EPIK","","","","35000","2","","1"
"ZT-INV-4C68B16B611A3773C8A1","SOPORTE LAPTOP STAND","ACCESORIOS COMPUTADORES","","","","35000","2","","1"
"ZT-INV-7EE32535B6D40B53DAFA","STAND EPIK ZEN 3 IN 1","EPIK","","","","120000","2","","1"
"ZT-INV-314DFC84F157358613C4","TAB A11","CELULARES","","","","650000","1","","1"
